-164	-175	-56	13	-176	-188	-106	-125	58	-152	16
-152	-168	-49	19	-170	-171	-100	-118	64	-145	21
-148	-163	-45	23	-166	-166	-96	-115	68	-141	24
-144	-159	-41	26	-163	-163	-93	-112	71	-138	27
-141	-156	-39	28	-161	-162	-92	-110	72	-135	28
-139	-155	-37	30	-158	-159	-90	-108	74	-133	30
-138	-154	-35	31	-158	-158	-88	-107	75	-131	32
-136	-152	-33	32	-157	-157	-88	-106	76	-130	32
-136	-151	-33	33	-156	-156	-85	-104	77	-129	33
-134	-151	-32	33	-155	-155	-85	-103	78	-128	34
